KDSA	LONG	LAT
073/041	 7.6667	49.8333
073/043	 7.8333	49.8333
073/045	 8.0000	49.8333
073/047	 8.1667	49.8333
073/049	 8.3333	49.8333
073/051	 8.5000	49.8333
073/053	 8.6667	49.8333
073/055	 8.8333	49.8333
073/057	 9.0000	49.8333
073/059	 9.1667	49.8333
073/061	 9.3333	49.8333
073/063	 9.5000	49.8333
073/065	 9.6667	49.8333
073/067	 9.8333	49.8333
073/069	10.0000	49.8333
073/071	10.1667	49.8333
073/073	10.3333	49.8333
073/075	10.5000	49.8333
073/077	10.6667	49.8333
073/079	10.8333	49.8333
073/081	11.0000	49.8333
073/083	11.1667	49.8333
073/085	11.3333	49.8333
073/087	11.5000	49.8333
073/089	11.6667	49.8333
073/091	11.8333	49.8333
073/093	12.0000	49.8333
073/095	12.1667	49.8333
073/097	12.3333	49.8333
073/099	12.5000	49.8333
073/101	12.6667	49.8333
073/103	12.8333	49.8333
073/105	13.0000	49.8333
073/107	13.1667	49.8333
073/145	16.3333	49.8333
073/147	16.5000	49.8333
073/149	16.6667	49.8333
073/151	16.8333	49.8333
073/153	17.0000	49.8333
073/155	17.1667	49.8333
073/157	17.3333	49.8333
073/159	17.5000	49.8333
073/161	17.6667	49.8333
073/163	17.8333	49.8333
073/165	18.0000	49.8333
073/175	18.8333	49.8333
073/177	19.0000	49.8333
074/019	 5.8333	49.7500
074/021	 6.0000	49.7500
074/023	 6.1667	49.7500
074/025	 6.3333	49.7500
074/027	 6.5000	49.7500
074/029	 6.6667	49.7500
074/031	 6.8333	49.7500
074/033	 7.0000	49.7500
074/035	 7.1667	49.7500
074/037	 7.3333	49.7500
074/039	 7.5000	49.7500
074/041	 7.6667	49.7500
074/043	 7.8333	49.7500
074/045	 8.0000	49.7500
074/047	 8.1667	49.7500
074/049	 8.3333	49.7500
074/051	 8.5000	49.7500
074/053	 8.6667	49.7500
074/055	 8.8333	49.7500
074/057	 9.0000	49.7500
074/059	 9.1667	49.7500
074/061	 9.3333	49.7500
074/063	 9.5000	49.7500
074/065	 9.6667	49.7500
074/067	 9.8333	49.7500
074/069	10.0000	49.7500
074/071	10.1667	49.7500
074/073	10.3333	49.7500
074/075	10.5000	49.7500
074/077	10.6667	49.7500
074/079	10.8333	49.7500
074/081	11.0000	49.7500
074/083	11.1667	49.7500
074/085	11.3333	49.7500
074/087	11.5000	49.7500
074/089	11.6667	49.7500
074/091	11.8333	49.7500
074/093	12.0000	49.7500
074/095	12.1667	49.7500
074/097	12.3333	49.7500
074/099	12.5000	49.7500
074/101	12.6667	49.7500
074/103	12.8333	49.7500
074/105	13.0000	49.7500
074/107	13.1667	49.7500
074/109	13.3333	49.7500
074/145	16.3333	49.7500
074/147	16.5000	49.7500
074/149	16.6667	49.7500
074/153	17.0000	49.7500
074/155	17.1667	49.7500
074/157	17.3333	49.7500
074/159	17.5000	49.7500
074/161	17.6667	49.7500
074/163	17.8333	49.7500
074/165	18.0000	49.7500
075/019	 5.8333	49.6667
075/021	 6.0000	49.6667
075/023	 6.1667	49.6667
075/025	 6.3333	49.6667
075/027	 6.5000	49.6667
075/029	 6.6667	49.6667
075/031	 6.8333	49.6667
075/033	 7.0000	49.6667
075/035	 7.1667	49.6667
075/037	 7.3333	49.6667
075/039	 7.5000	49.6667
075/041	 7.6667	49.6667
075/043	 7.8333	49.6667
075/045	 8.0000	49.6667
075/047	 8.1667	49.6667
075/049	 8.3333	49.6667
075/051	 8.5000	49.6667
075/053	 8.6667	49.6667
075/055	 8.8333	49.6667
075/057	 9.0000	49.6667
075/059	 9.1667	49.6667
075/061	 9.3333	49.6667
075/063	 9.5000	49.6667
075/065	 9.6667	49.6667
075/067	 9.8333	49.6667
075/069	10.0000	49.6667
075/071	10.1667	49.6667
075/073	10.3333	49.6667
075/075	10.5000	49.6667
075/077	10.6667	49.6667
075/079	10.8333	49.6667
075/081	11.0000	49.6667
075/083	11.1667	49.6667
075/085	11.3333	49.6667
075/087	11.5000	49.6667
075/089	11.6667	49.6667
075/091	11.8333	49.6667
075/093	12.0000	49.6667
075/095	12.1667	49.6667
075/097	12.3333	49.6667
075/099	12.5000	49.6667
075/101	12.6667	49.6667
075/103	12.8333	49.6667
075/105	13.0000	49.6667
075/107	13.1667	49.6667
075/135	15.5000	49.6667
075/145	16.3333	49.6667
075/147	16.5000	49.6667
075/149	16.6667	49.6667
075/155	17.1667	49.6667
075/157	17.3333	49.6667
075/159	17.5000	49.6667
075/161	17.6667	49.6667
075/163	17.8333	49.6667
075/165	18.0000	49.6667
076/019	 5.8333	49.5833
076/021	 6.0000	49.5833
076/023	 6.1667	49.5833
076/025	 6.3333	49.5833
076/027	 6.5000	49.5833
076/029	 6.6667	49.5833
076/033	 7.0000	49.5833
076/035	 7.1667	49.5833
076/037	 7.3333	49.5833
076/039	 7.5000	49.5833
076/041	 7.6667	49.5833
076/043	 7.8333	49.5833
076/045	 8.0000	49.5833
076/047	 8.1667	49.5833
076/049	 8.3333	49.5833
076/051	 8.5000	49.5833
076/053	 8.6667	49.5833
076/055	 8.8333	49.5833
076/057	 9.0000	49.5833
076/059	 9.1667	49.5833
076/061	 9.3333	49.5833
076/063	 9.5000	49.5833
076/065	 9.6667	49.5833
076/067	 9.8333	49.5833
076/069	10.0000	49.5833
076/071	10.1667	49.5833
076/073	10.3333	49.5833
076/075	10.5000	49.5833
076/077	10.6667	49.5833
076/079	10.8333	49.5833
076/081	11.0000	49.5833
076/083	11.1667	49.5833
076/085	11.3333	49.5833
076/087	11.5000	49.5833
076/089	11.6667	49.5833
076/091	11.8333	49.5833
076/093	12.0000	49.5833
076/095	12.1667	49.5833
076/097	12.3333	49.5833
076/099	12.5000	49.5833
076/101	12.6667	49.5833
076/103	12.8333	49.5833
076/135	15.5000	49.5833
076/137	15.6667	49.5833
076/149	16.6667	49.5833
076/151	16.8333	49.5833
076/155	17.1667	49.5833
076/161	17.6667	49.5833
076/163	17.8333	49.5833
076/165	18.0000	49.5833
077/019	 5.8333	49.5000
077/021	 6.0000	49.5000
077/023	 6.1667	49.5000
077/025	 6.3333	49.5000
077/027	 6.5000	49.5000
077/029	 6.6667	49.5000
077/031	 6.8333	49.5000
077/033	 7.0000	49.5000
077/035	 7.1667	49.5000
077/037	 7.3333	49.5000
077/039	 7.5000	49.5000
077/041	 7.6667	49.5000
077/043	 7.8333	49.5000
077/047	 8.1667	49.5000
077/049	 8.3333	49.5000
077/051	 8.5000	49.5000
077/053	 8.6667	49.5000
077/055	 8.8333	49.5000
077/057	 9.0000	49.5000
077/059	 9.1667	49.5000
077/061	 9.3333	49.5000
077/063	 9.5000	49.5000
077/065	 9.6667	49.5000
077/067	 9.8333	49.5000
077/069	10.0000	49.5000
077/071	10.1667	49.5000
077/073	10.3333	49.5000
077/075	10.5000	49.5000
077/077	10.6667	49.5000
077/079	10.8333	49.5000
077/081	11.0000	49.5000
077/083	11.1667	49.5000
077/085	11.3333	49.5000
077/087	11.5000	49.5000
077/089	11.6667	49.5000
077/091	11.8333	49.5000
077/093	12.0000	49.5000
077/095	12.1667	49.5000
077/097	12.3333	49.5000
077/099	12.5000	49.5000
077/101	12.6667	49.5000
077/103	12.8333	49.5000
077/135	15.5000	49.5000
077/137	15.6667	49.5000
078/021	 6.0000	49.4167
078/023	 6.1667	49.4167
078/025	 6.3333	49.4167
078/027	 6.5000	49.4167
078/029	 6.6667	49.4167
078/031	 6.8333	49.4167
078/033	 7.0000	49.4167
078/035	 7.1667	49.4167
078/037	 7.3333	49.4167
078/039	 7.5000	49.4167
078/041	 7.6667	49.4167
078/045	 8.0000	49.4167
078/047	 8.1667	49.4167
078/049	 8.3333	49.4167
078/051	 8.5000	49.4167
078/053	 8.6667	49.4167
078/055	 8.8333	49.4167
078/057	 9.0000	49.4167
078/059	 9.1667	49.4167
078/061	 9.3333	49.4167
078/063	 9.5000	49.4167
078/065	 9.6667	49.4167
078/067	 9.8333	49.4167
078/069	10.0000	49.4167
078/071	10.1667	49.4167
078/073	10.3333	49.4167
078/075	10.5000	49.4167
078/077	10.6667	49.4167
078/079	10.8333	49.4167
078/081	11.0000	49.4167
078/083	11.1667	49.4167
078/085	11.3333	49.4167
078/087	11.5000	49.4167
078/089	11.6667	49.4167
078/091	11.8333	49.4167
078/093	12.0000	49.4167
078/095	12.1667	49.4167
078/097	12.3333	49.4167
078/099	12.5000	49.4167
078/101	12.6667	49.4167
078/103	12.8333	49.4167
078/105	13.0000	49.4167
078/135	15.5000	49.4167
078/193	20.3333	49.4167
079/021	 6.0000	49.3333
079/023	 6.1667	49.3333
079/025	 6.3333	49.3333
079/027	 6.5000	49.3333
079/029	 6.6667	49.3333
079/031	 6.8333	49.3333
079/033	 7.0000	49.3333
079/035	 7.1667	49.3333
079/037	 7.3333	49.3333
079/039	 7.5000	49.3333
079/043	 7.8333	49.3333
079/045	 8.0000	49.3333
079/047	 8.1667	49.3333
079/049	 8.3333	49.3333
079/051	 8.5000	49.3333
079/053	 8.6667	49.3333
079/055	 8.8333	49.3333
079/057	 9.0000	49.3333
079/059	 9.1667	49.3333
079/061	 9.3333	49.3333
079/063	 9.5000	49.3333
079/065	 9.6667	49.3333
079/067	 9.8333	49.3333
079/069	10.0000	49.3333
079/071	10.1667	49.3333
079/073	10.3333	49.3333
079/075	10.5000	49.3333
079/077	10.6667	49.3333
079/079	10.8333	49.3333
079/081	11.0000	49.3333
079/083	11.1667	49.3333
079/085	11.3333	49.3333
079/087	11.5000	49.3333
079/089	11.6667	49.3333
079/091	11.8333	49.3333
079/093	12.0000	49.3333
079/095	12.1667	49.3333
079/097	12.3333	49.3333
079/099	12.5000	49.3333
079/101	12.6667	49.3333
079/103	12.8333	49.3333
079/105	13.0000	49.3333
079/107	13.1667	49.3333
079/133	15.3333	49.3333
079/135	15.5000	49.3333
079/193	20.3333	49.3333
079/195	20.5000	49.3333
079/197	20.6667	49.3333
080/025	 6.3333	49.2500
080/027	 6.5000	49.2500
080/029	 6.6667	49.2500
080/031	 6.8333	49.2500
080/033	 7.0000	49.2500
080/035	 7.1667	49.2500
080/037	 7.3333	49.2500
080/039	 7.5000	49.2500
080/041	 7.6667	49.2500
080/043	 7.8333	49.2500
080/045	 8.0000	49.2500
080/047	 8.1667	49.2500
080/049	 8.3333	49.2500
080/051	 8.5000	49.2500
080/053	 8.6667	49.2500
080/055	 8.8333	49.2500
080/057	 9.0000	49.2500
080/059	 9.1667	49.2500
080/061	 9.3333	49.2500
080/063	 9.5000	49.2500
080/065	 9.6667	49.2500
080/067	 9.8333	49.2500
080/069	10.0000	49.2500
080/071	10.1667	49.2500
080/073	10.3333	49.2500
080/075	10.5000	49.2500
080/077	10.6667	49.2500
080/079	10.8333	49.2500
080/081	11.0000	49.2500
080/083	11.1667	49.2500
080/085	11.3333	49.2500
080/087	11.5000	49.2500
080/089	11.6667	49.2500
080/091	11.8333	49.2500
080/093	12.0000	49.2500
080/095	12.1667	49.2500
080/097	12.3333	49.2500
080/099	12.5000	49.2500
080/101	12.6667	49.2500
080/103	12.8333	49.2500
080/105	13.0000	49.2500
080/107	13.1667	49.2500
080/109	13.3333	49.2500
080/127	14.8333	49.2500
080/147	16.5000	49.2500
080/151	16.8333	49.2500
080/153	17.0000	49.2500
080/193	20.3333	49.2500
080/195	20.5000	49.2500
081/025	 6.3333	49.1667
081/027	 6.5000	49.1667
081/029	 6.6667	49.1667
081/031	 6.8333	49.1667
081/033	 7.0000	49.1667
081/035	 7.1667	49.1667
081/037	 7.3333	49.1667
081/039	 7.5000	49.1667
081/043	 7.8333	49.1667
081/045	 8.0000	49.1667
081/047	 8.1667	49.1667
081/049	 8.3333	49.1667
081/051	 8.5000	49.1667
081/053	 8.6667	49.1667
081/055	 8.8333	49.1667
081/057	 9.0000	49.1667
081/059	 9.1667	49.1667
081/061	 9.3333	49.1667
081/063	 9.5000	49.1667
081/065	 9.6667	49.1667
081/067	 9.8333	49.1667
081/069	10.0000	49.1667
081/071	10.1667	49.1667
081/073	10.3333	49.1667
081/075	10.5000	49.1667
081/077	10.6667	49.1667
081/079	10.8333	49.1667
081/081	11.0000	49.1667
081/083	11.1667	49.1667
081/085	11.3333	49.1667
081/087	11.5000	49.1667
081/089	11.6667	49.1667
081/091	11.8333	49.1667
081/093	12.0000	49.1667
081/095	12.1667	49.1667
081/097	12.3333	49.1667
081/099	12.5000	49.1667
081/101	12.6667	49.1667
081/103	12.8333	49.1667
081/105	13.0000	49.1667
081/107	13.1667	49.1667
081/109	13.3333	49.1667
081/111	13.5000	49.1667
081/127	14.8333	49.1667
081/129	15.0000	49.1667
081/133	15.3333	49.1667
081/147	16.5000	49.1667
081/191	20.1667	49.1667
081/193	20.3333	49.1667
081/195	20.5000	49.1667
082/027	 6.5000	49.0833
082/029	 6.6667	49.0833
082/031	 6.8333	49.0833
082/033	 7.0000	49.0833
082/035	 7.1667	49.0833
082/037	 7.3333	49.0833
082/039	 7.5000	49.0833
082/041	 7.6667	49.0833
082/043	 7.8333	49.0833
082/045	 8.0000	49.0833
082/047	 8.1667	49.0833
082/049	 8.3333	49.0833
082/051	 8.5000	49.0833
082/053	 8.6667	49.0833
082/055	 8.8333	49.0833
082/057	 9.0000	49.0833
082/059	 9.1667	49.0833
082/061	 9.3333	49.0833
082/063	 9.5000	49.0833
082/065	 9.6667	49.0833
082/067	 9.8333	49.0833
082/069	10.0000	49.0833
082/071	10.1667	49.0833
082/073	10.3333	49.0833
082/075	10.5000	49.0833
082/077	10.6667	49.0833
082/079	10.8333	49.0833
082/081	11.0000	49.0833
082/083	11.1667	49.0833
082/085	11.3333	49.0833
082/087	11.5000	49.0833
082/089	11.6667	49.0833
082/091	11.8333	49.0833
082/093	12.0000	49.0833
082/095	12.1667	49.0833
082/097	12.3333	49.0833
082/099	12.5000	49.0833
082/101	12.6667	49.0833
082/103	12.8333	49.0833
082/105	13.0000	49.0833
082/107	13.1667	49.0833
082/111	13.5000	49.0833
082/113	13.6667	49.0833
082/117	14.0000	49.0833
082/129	15.0000	49.0833
082/131	15.1667	49.0833
082/133	15.3333	49.0833
082/135	15.5000	49.0833
082/145	16.3333	49.0833
082/147	16.5000	49.0833
082/191	20.1667	49.0833
082/195	20.5000	49.0833
083/027	 6.5000	49.0000
083/029	 6.6667	49.0000
083/031	 6.8333	49.0000
083/033	 7.0000	49.0000
083/035	 7.1667	49.0000
083/037	 7.3333	49.0000
083/039	 7.5000	49.0000
083/041	 7.6667	49.0000
083/043	 7.8333	49.0000
083/045	 8.0000	49.0000
083/047	 8.1667	49.0000
083/049	 8.3333	49.0000
083/051	 8.5000	49.0000
083/053	 8.6667	49.0000
083/055	 8.8333	49.0000
083/057	 9.0000	49.0000
083/059	 9.1667	49.0000
083/061	 9.3333	49.0000
083/063	 9.5000	49.0000
083/065	 9.6667	49.0000
083/067	 9.8333	49.0000
083/069	10.0000	49.0000
083/071	10.1667	49.0000
083/073	10.3333	49.0000
083/075	10.5000	49.0000
083/077	10.6667	49.0000
083/079	10.8333	49.0000
083/081	11.0000	49.0000
083/083	11.1667	49.0000
083/085	11.3333	49.0000
083/087	11.5000	49.0000
083/089	11.6667	49.0000
083/091	11.8333	49.0000
083/093	12.0000	49.0000
083/095	12.1667	49.0000
083/097	12.3333	49.0000
083/099	12.5000	49.0000
083/101	12.6667	49.0000
083/103	12.8333	49.0000
083/105	13.0000	49.0000
083/107	13.1667	49.0000
083/111	13.5000	49.0000
083/113	13.6667	49.0000
083/115	13.8333	49.0000
083/117	14.0000	49.0000
083/119	14.1667	49.0000
083/121	14.3333	49.0000
083/129	15.0000	49.0000
083/131	15.1667	49.0000
083/133	15.3333	49.0000
083/135	15.5000	49.0000
083/139	15.8333	49.0000
083/143	16.1667	49.0000
083/145	16.3333	49.0000
083/147	16.5000	49.0000
083/149	16.6667	49.0000
083/173	18.6667	49.0000
083/195	20.5000	49.0000
084/031	 6.8333	48.9167
084/033	 7.0000	48.9167
084/035	 7.1667	48.9167
084/037	 7.3333	48.9167
084/039	 7.5000	48.9167
084/041	 7.6667	48.9167
084/043	 7.8333	48.9167
084/045	 8.0000	48.9167
084/047	 8.1667	48.9167
084/049	 8.3333	48.9167
084/051	 8.5000	48.9167
084/053	 8.6667	48.9167
084/055	 8.8333	48.9167
084/057	 9.0000	48.9167
084/059	 9.1667	48.9167
084/061	 9.3333	48.9167
084/063	 9.5000	48.9167
084/065	 9.6667	48.9167
084/067	 9.8333	48.9167
084/069	10.0000	48.9167
084/071	10.1667	48.9167
084/073	10.3333	48.9167
084/075	10.5000	48.9167
084/077	10.6667	48.9167
084/079	10.8333	48.9167
084/081	11.0000	48.9167
084/083	11.1667	48.9167
084/085	11.3333	48.9167
084/087	11.5000	48.9167
084/089	11.6667	48.9167
084/091	11.8333	48.9167
084/093	12.0000	48.9167
084/095	12.1667	48.9167
084/097	12.3333	48.9167
084/099	12.5000	48.9167
084/101	12.6667	48.9167
084/103	12.8333	48.9167
084/105	13.0000	48.9167
084/107	13.1667	48.9167
084/109	13.3333	48.9167
084/111	13.5000	48.9167
084/113	13.6667	48.9167
084/115	13.8333	48.9167
084/117	14.0000	48.9167
084/119	14.1667	48.9167
084/129	15.0000	48.9167
084/131	15.1667	48.9167
084/133	15.3333	48.9167
084/135	15.5000	48.9167
084/137	15.6667	48.9167
084/139	15.8333	48.9167
084/141	16.0000	48.9167
084/143	16.1667	48.9167
084/145	16.3333	48.9167
084/147	16.5000	48.9167
084/149	16.6667	48.9167
084/171	18.5000	48.9167
084/173	18.6667	48.9167
084/195	20.5000	48.9167
085/031	 6.8333	48.8333
085/033	 7.0000	48.8333
085/035	 7.1667	48.8333
085/037	 7.3333	48.8333
085/039	 7.5000	48.8333
085/041	 7.6667	48.8333
085/043	 7.8333	48.8333
085/045	 8.0000	48.8333
085/047	 8.1667	48.8333
085/049	 8.3333	48.8333
085/051	 8.5000	48.8333
085/053	 8.6667	48.8333
085/055	 8.8333	48.8333
085/057	 9.0000	48.8333
085/059	 9.1667	48.8333
085/061	 9.3333	48.8333
085/063	 9.5000	48.8333
085/065	 9.6667	48.8333
085/067	 9.8333	48.8333
085/069	10.0000	48.8333
085/071	10.1667	48.8333
085/073	10.3333	48.8333
085/075	10.5000	48.8333
085/077	10.6667	48.8333
085/079	10.8333	48.8333
085/081	11.0000	48.8333
085/083	11.1667	48.8333
085/085	11.3333	48.8333
085/087	11.5000	48.8333
085/089	11.6667	48.8333
085/091	11.8333	48.8333
085/093	12.0000	48.8333
085/095	12.1667	48.8333
085/097	12.3333	48.8333
085/101	12.6667	48.8333
085/103	12.8333	48.8333
085/105	13.0000	48.8333
085/107	13.1667	48.8333
085/109	13.3333	48.8333
085/111	13.5000	48.8333
085/113	13.6667	48.8333
085/115	13.8333	48.8333
085/117	14.0000	48.8333
085/119	14.1667	48.8333
085/121	14.3333	48.8333
085/123	14.5000	48.8333
085/125	14.6667	48.8333
085/127	14.8333	48.8333
085/129	15.0000	48.8333
085/131	15.1667	48.8333
085/133	15.3333	48.8333
085/135	15.5000	48.8333
085/137	15.6667	48.8333
085/139	15.8333	48.8333
085/141	16.0000	48.8333
085/143	16.1667	48.8333
085/145	16.3333	48.8333
085/147	16.5000	48.8333
085/149	16.6667	48.8333
085/175	18.8333	48.8333
085/193	20.3333	48.8333
085/197	20.6667	48.8333
086/033	 7.0000	48.7500
086/035	 7.1667	48.7500
086/037	 7.3333	48.7500
086/039	 7.5000	48.7500
086/041	 7.6667	48.7500
086/043	 7.8333	48.7500
086/045	 8.0000	48.7500
086/047	 8.1667	48.7500
086/049	 8.3333	48.7500
086/051	 8.5000	48.7500
086/053	 8.6667	48.7500
086/055	 8.8333	48.7500
086/057	 9.0000	48.7500
086/059	 9.1667	48.7500
086/061	 9.3333	48.7500
086/063	 9.5000	48.7500
086/065	 9.6667	48.7500
086/067	 9.8333	48.7500
086/069	10.0000	48.7500
086/071	10.1667	48.7500
086/073	10.3333	48.7500
086/075	10.5000	48.7500
086/077	10.6667	48.7500
086/079	10.8333	48.7500
086/081	11.0000	48.7500
086/083	11.1667	48.7500
086/085	11.3333	48.7500
086/087	11.5000	48.7500
086/089	11.6667	48.7500
086/091	11.8333	48.7500
086/093	12.0000	48.7500
086/095	12.1667	48.7500
086/097	12.3333	48.7500
086/099	12.5000	48.7500
086/101	12.6667	48.7500
086/103	12.8333	48.7500
086/105	13.0000	48.7500
086/107	13.1667	48.7500
086/109	13.3333	48.7500
086/111	13.5000	48.7500
086/113	13.6667	48.7500
086/115	13.8333	48.7500
086/117	14.0000	48.7500
086/119	14.1667	48.7500
086/121	14.3333	48.7500
086/123	14.5000	48.7500
086/125	14.6667	48.7500
086/127	14.8333	48.7500
086/129	15.0000	48.7500
086/131	15.1667	48.7500
086/133	15.3333	48.7500
086/135	15.5000	48.7500
086/137	15.6667	48.7500
086/139	15.8333	48.7500
086/141	16.0000	48.7500
086/143	16.1667	48.7500
086/145	16.3333	48.7500
086/147	16.5000	48.7500
086/149	16.6667	48.7500
086/151	16.8333	48.7500
086/175	18.8333	48.7500
086/197	20.6667	48.7500
086/199	20.8333	48.7500
087/033	 7.0000	48.6667
087/035	 7.1667	48.6667
087/037	 7.3333	48.6667
087/039	 7.5000	48.6667
087/041	 7.6667	48.6667
087/043	 7.8333	48.6667
087/045	 8.0000	48.6667
087/049	 8.3333	48.6667
087/051	 8.5000	48.6667
087/053	 8.6667	48.6667
087/055	 8.8333	48.6667
087/057	 9.0000	48.6667
087/059	 9.1667	48.6667
087/061	 9.3333	48.6667
087/063	 9.5000	48.6667
087/065	 9.6667	48.6667
087/067	 9.8333	48.6667
087/069	10.0000	48.6667
087/071	10.1667	48.6667
087/073	10.3333	48.6667
087/075	10.5000	48.6667
087/077	10.6667	48.6667
087/079	10.8333	48.6667
087/081	11.0000	48.6667
087/083	11.1667	48.6667
087/085	11.3333	48.6667
087/087	11.5000	48.6667
087/089	11.6667	48.6667
087/091	11.8333	48.6667
087/093	12.0000	48.6667
087/095	12.1667	48.6667
087/097	12.3333	48.6667
087/099	12.5000	48.6667
087/101	12.6667	48.6667
087/103	12.8333	48.6667
087/105	13.0000	48.6667
087/107	13.1667	48.6667
087/109	13.3333	48.6667
087/111	13.5000	48.6667
087/113	13.6667	48.6667
087/115	13.8333	48.6667
087/117	14.0000	48.6667
087/119	14.1667	48.6667
087/121	14.3333	48.6667
087/123	14.5000	48.6667
087/125	14.6667	48.6667
087/127	14.8333	48.6667
087/129	15.0000	48.6667
087/133	15.3333	48.6667
087/135	15.5000	48.6667
087/137	15.6667	48.6667
087/139	15.8333	48.6667
087/141	16.0000	48.6667
087/143	16.1667	48.6667
087/145	16.3333	48.6667
087/147	16.5000	48.6667
087/149	16.6667	48.6667
087/151	16.8333	48.6667
088/035	 7.1667	48.5833
088/037	 7.3333	48.5833
088/039	 7.5000	48.5833
088/041	 7.6667	48.5833
088/043	 7.8333	48.5833
088/045	 8.0000	48.5833
088/047	 8.1667	48.5833
088/049	 8.3333	48.5833
088/051	 8.5000	48.5833
088/053	 8.6667	48.5833
088/055	 8.8333	48.5833
088/057	 9.0000	48.5833
088/059	 9.1667	48.5833
088/061	 9.3333	48.5833
088/063	 9.5000	48.5833
088/065	 9.6667	48.5833
088/067	 9.8333	48.5833
088/069	10.0000	48.5833
088/071	10.1667	48.5833
088/073	10.3333	48.5833
088/075	10.5000	48.5833
088/077	10.6667	48.5833
088/079	10.8333	48.5833
088/081	11.0000	48.5833
088/083	11.1667	48.5833
088/085	11.3333	48.5833
088/087	11.5000	48.5833
088/089	11.6667	48.5833
088/091	11.8333	48.5833
088/093	12.0000	48.5833
088/095	12.1667	48.5833
088/097	12.3333	48.5833
088/099	12.5000	48.5833
088/101	12.6667	48.5833
088/103	12.8333	48.5833
088/105	13.0000	48.5833
088/107	13.1667	48.5833
088/109	13.3333	48.5833
088/113	13.6667	48.5833
088/115	13.8333	48.5833
088/117	14.0000	48.5833
088/121	14.3333	48.5833
088/123	14.5000	48.5833
088/127	14.8333	48.5833
088/129	15.0000	48.5833
088/131	15.1667	48.5833
088/137	15.6667	48.5833
088/139	15.8333	48.5833
088/141	16.0000	48.5833
088/143	16.1667	48.5833
088/145	16.3333	48.5833
088/147	16.5000	48.5833
088/149	16.6667	48.5833
089/035	 7.1667	48.5000
089/037	 7.3333	48.5000
089/039	 7.5000	48.5000
089/041	 7.6667	48.5000
089/043	 7.8333	48.5000
089/045	 8.0000	48.5000
089/047	 8.1667	48.5000
089/049	 8.3333	48.5000
089/051	 8.5000	48.5000
089/053	 8.6667	48.5000
089/055	 8.8333	48.5000
089/057	 9.0000	48.5000
089/059	 9.1667	48.5000
089/061	 9.3333	48.5000
089/063	 9.5000	48.5000
089/065	 9.6667	48.5000
089/067	 9.8333	48.5000
089/069	10.0000	48.5000
089/071	10.1667	48.5000
089/073	10.3333	48.5000
089/075	10.5000	48.5000
089/077	10.6667	48.5000
089/079	10.8333	48.5000
089/081	11.0000	48.5000
089/083	11.1667	48.5000
089/085	11.3333	48.5000
089/087	11.5000	48.5000
089/089	11.6667	48.5000
089/091	11.8333	48.5000
089/093	12.0000	48.5000
089/095	12.1667	48.5000
089/097	12.3333	48.5000
089/099	12.5000	48.5000
089/101	12.6667	48.5000
089/103	12.8333	48.5000
089/105	13.0000	48.5000
089/107	13.1667	48.5000
089/109	13.3333	48.5000
089/111	13.5000	48.5000
089/113	13.6667	48.5000
089/115	13.8333	48.5000
089/117	14.0000	48.5000
089/119	14.1667	48.5000
089/121	14.3333	48.5000
089/123	14.5000	48.5000
089/125	14.6667	48.5000
089/127	14.8333	48.5000
089/129	15.0000	48.5000
089/131	15.1667	48.5000
089/133	15.3333	48.5000
089/135	15.5000	48.5000
089/137	15.6667	48.5000
089/139	15.8333	48.5000
089/141	16.0000	48.5000
089/143	16.1667	48.5000
089/145	16.3333	48.5000
089/147	16.5000	48.5000
089/149	16.6667	48.5000
090/035	 7.1667	48.4167
090/037	 7.3333	48.4167
090/039	 7.5000	48.4167
090/041	 7.6667	48.4167
090/043	 7.8333	48.4167
090/045	 8.0000	48.4167
090/047	 8.1667	48.4167
090/049	 8.3333	48.4167
090/051	 8.5000	48.4167
090/053	 8.6667	48.4167
090/055	 8.8333	48.4167
090/057	 9.0000	48.4167
090/059	 9.1667	48.4167
090/061	 9.3333	48.4167
090/063	 9.5000	48.4167
090/065	 9.6667	48.4167
090/067	 9.8333	48.4167
090/069	10.0000	48.4167
090/071	10.1667	48.4167
090/073	10.3333	48.4167
090/075	10.5000	48.4167
090/077	10.6667	48.4167
090/079	10.8333	48.4167
090/081	11.0000	48.4167
090/083	11.1667	48.4167
090/085	11.3333	48.4167
090/087	11.5000	48.4167
090/089	11.6667	48.4167
090/091	11.8333	48.4167
090/093	12.0000	48.4167
090/095	12.1667	48.4167
090/097	12.3333	48.4167
090/099	12.5000	48.4167
090/101	12.6667	48.4167
090/103	12.8333	48.4167
090/105	13.0000	48.4167
090/107	13.1667	48.4167
090/109	13.3333	48.4167
090/111	13.5000	48.4167
090/113	13.6667	48.4167
090/115	13.8333	48.4167
090/119	14.1667	48.4167
090/121	14.3333	48.4167
090/123	14.5000	48.4167
090/125	14.6667	48.4167
090/127	14.8333	48.4167
090/129	15.0000	48.4167
090/131	15.1667	48.4167
090/133	15.3333	48.4167
090/135	15.5000	48.4167
090/137	15.6667	48.4167
090/139	15.8333	48.4167
090/141	16.0000	48.4167
090/143	16.1667	48.4167
090/145	16.3333	48.4167
090/147	16.5000	48.4167
090/149	16.6667	48.4167
090/151	16.8333	48.4167
091/035	 7.1667	48.3333
091/037	 7.3333	48.3333
091/039	 7.5000	48.3333
091/041	 7.6667	48.3333
091/043	 7.8333	48.3333
091/045	 8.0000	48.3333
091/047	 8.1667	48.3333
091/049	 8.3333	48.3333
