LEMMA	TITLE	COGID	COLUMN	CENTER	KIND
ge_STORB_en(5)	gestorben	1	5	-	C
ge_STORB_en(5)	gestorben	1	6	b	C
ge_STORB_en(5)	gestorben	1	7	e	e
ge_STORB_en(5)	gestorben	1	8	n	C
ge_STORB_en(5)	totbleben	2	1	t	C
ge_STORB_en(5)	totbleben	2	2	o	C
ge_STORB_en(5)	totbleben	2	3	t	C
ge_STORB_en(5)	totbleben	2	4	b	C
ge_STORB_en(5)	totbleben	2	5	l	L
ge_STORB_en(5)	totbleben	2	6	e	e
ge_STORB_en(5)	totbleben	2	7	b	C
ge_STORB_en(5)	totbleben	2	8	e	e
ge_STORB_en(5)	totbleben	2	9	n	C
STÜCK_chen(32)	Stückchen	1	1	s	C
STÜCK_chen(32)	Stückchen	1	2	t	C
STÜCK_chen(32)	Stückchen	1	3	ü	V
STÜCK_chen(32)	Stückchen	1	4	ck	C
TISCH_e(32)	Tisch	1	1	t	C
TISCH_e(32)	Tisch	1	2	i	V
TISCH_e(32)	Tisch	1	3	sch	C
TOCHT_er(9)	Tochter	1	1	t	C
TOCHT_er(9)	Tochter	1	2	o	V
TOCHT_er(9)	Tochter	1	3	ch	C
TOCHT_er(9)	Tochter	1	4	t	C
TOCHT_er(9)	Mädchen	3	1	m	C
TOCHT_er(9)	Mädchen	3	2	ä	V
TOCHT_er(9)	Mädchen	3	3	d	C
TOCHT_er(9)	Mädchen	3	4	-	C
TOCHT_er(9)	Mädchen	3	5	ch	C
TOCHT_er(9)	Mädchen	3	6	e	e
TOCHT_er(9)	Mädchen	3	7	n	C
TOT(14)	tot	1	1	t	C
TOT(14)	tot	1	2	o	V
TOT(14)	tot	1	4	t	C
TREIB_en(28)	treiben	1	1	t	C
TREIB_en(28)	treiben	1	2	r	L
TREIB_en(28)	treiben	1	3	ei	V
TREIB_en(28)	treiben	1	4	b	C
TREIB_en(28)	machen	2	1	m	C
TREIB_en(28)	machen	2	2	a	V
TREIB_en(28)	machen	2	3	ch	C
TREIB_en(28)	machen	2	4	e	e
TREIB_en(28)	machen	2	5	n	C
auzu_TRINK_en(16)	trinken	1	1	t	C
auzu_TRINK_en(16)	trinken	1	2	r	L
auzu_TRINK_en(16)	trinken	1	3	i	V
auzu_TRINK_en(16)	trinken	1	4	nk	C
auzu_TRINK_en(16)	trinken	1	5	k	C
TU(3)	tu	1	1	t	C
TU(3)	tu	1	2	u	V
TU(3)	tu	1	3	-	C
TU(3)	mach	2	1	m	C
TU(3)	mach	2	2	a	V
TU(3)	mach	2	3	ch	C
TU(3)	schmeiß	3	1	sch	C
TU(3)	schmeiß	3	2	m	C
TU(3)	schmeiß	3	3	ei	V
TU(3)	schmeiß	3	4	ss	C
TU(3)	schütt	9	1	sch	C
TU(3)	schütt	9	2	ü	V
TU(3)	schütt	9	3	tt	C
TU(3)	leg	10	1	l	L
TU(3)	leg	10	2	e	V
TU(3)	leg	10	3	g	C
TU_t(39)	tut	1	1	t	C
TU_t(39)	tut	1	2	u	V
TU_t(39)	macht	2	1	m	C
TU_t(39)	macht	2	2	a	V
TU_t(39)	macht	2	3	ch	C
TU_t(39)	macht	2	4	t	C
ÜB_er(40)	über	1	1	ü	V
ÜB_er(40)	über	1	2	b	C
UM(11)	um	1	1	u	V
UM(11)	um	1	2	m	C
UM(11)	hinter	2	1	h	C
UM(11)	hinter	2	2	i	V
UM(11)	hinter	2	3	n	C
UM(11)	hinter	2	4	t	C
UM(11)	hinter	2	5	e	e
UM(11)	hinter	2	6	r	L
UM(11)	über	3	1	ü	V
UM(11)	über	3	2	b	C
UM(11)	über	3	3	e	e
UM(11)	über	3	4	r	L
UM(11)	auf	4	1	au	V
UM(11)	auf	4	2	f	C
UND(37)	und	1	2	u	V
UND(37)	und	1	3	n	C
UND(37)	und	1	4	d	C
UNS(25)	uns	1	2	u	V
UNS(25)	uns	1	3	n	C
UNS(25)	uns	1	5	s	C
UNS_erm(26)	unserm	1	1	u	V
UNS_erm(26)	unserm	1	2	n	C
UNS_erm(26)	unserm	1	3	s	C
UNT_en(6)	unten	1	2	u	V
UNT_en(6)	unten	1	3	n	C
UNT_en(6)	unten	1	4	t	C
er_ZÄHL_t(21)	erzählt	1	1	z	C
er_ZÄHL_t(21)	erzählt	1	2	e	V
er_ZÄHL_t(21)	erzählt	1	3	l	L
ver_STEH_t(22)	versteht	1	1	s	C
ver_STEH_t(22)	versteht	1	2	t	C
ver_STEH_t(22)	versteht	1	3	eh	V
VIEL(29)	viel	1	1	v	C
VIEL(29)	viel	1	2	ie	V
VIEL(29)	viel	1	3	l	L
VON(35)	von	1	1	v	C
VON(35)	von	1	2	o	V
VON(35)	von	1	3	n	C
VOR(37)	vor	1	1	v	C
VOR(37)	vor	1	2	o	V
VOR(37)	vor	1	3	r	L
WACHS_en(16)	wachsen	1	1	w	C
WACHS_en(16)	wachsen	1	2	a	V
WACHS_en(16)	wachsen	1	3	chs	C
WÄR_e(18)	wäre	1	1	w	C
WÄR_e(18)	wäre	1	2	ä	V
WÄR_e(18)	wäre	1	3	r	L
WÄR_e(18)	wäre	1	4	-	C
WAS(36)	was	1	1	w	C
WAS(36)	was	1	2	a	V
WAS(36)	was	1	3	s	C
WASS_er(4)	Wasser	1	1	w	C
WASS_er(4)	Wasser	1	2	a	V
WASS_er(4)	Wasser	1	3	ss	C
WEH(8)	weh	1	1	w	C
WEH(8)	weh	1	2	eh	V
WEH(8)	sehr	2	1	s	C
WEH(8)	sehr	2	2	eh	V
WEH(8)	sehr	2	3	r	L
WEIN(16)	Wein	1	1	w	C
WEIN(16)	Wein	1	2	ei	V
WEIN(16)	Wein	1	3	n	C
WEISS_e(32)	weisse	1	1	w	C
WEISS_e(32)	weisse	1	2	ei	V
WEISS_e(32)	weisse	1	3	ss	C
WEM(21)	wem	1	1	w	C
WEM(21)	wem	1	2	e	V
WEM(21)	wem	1	3	-	C
WEM(21)	wem	1	4	-	C
WEM(21)	wem	1	8	m	C
WERD_en(16)	werden	1	1	w	C
WERD_en(16)	werden	1	2	e	V
WERD_en(16)	werden	1	3	r	L
WERD_en(16)	werden	1	5	-	C
WETT_er(2)	Wetter	1	1	w	C
WETT_er(2)	Wetter	1	2	e	V
WETT_er(2)	Wetter	1	3	tt	C
WIE_viel(30)	wieviel	1	1	w	C
WIE_viel(30)	wieviel	1	2	ie	V
WILL_1sg(10)	will	1	1	w	C
WILL_1sg(10)	will	1	2	i	V
WILL_1sg(10)	will	1	3	ll	L
WINT_er(1)	Winter	1	1	w	C
WINT_er(1)	Winter	1	2	-	C
WINT_er(1)	Winter	1	3	i	V
WINT_er(1)	Winter	1	4	n	C
WINT_er(1)	Winter	1	5	t	C
WO(12)	wo	1	1	w	C
WO(12)	wo	1	2	o	V
WO(12)	wo	1	3	-	C
WOCH_en(5)	Wochen	1	1	w	C
WOCH_en(5)	Wochen	1	2	o	V
WOCH_en(5)	Wochen	1	3	ch	C
WOLL_te(9)	wollte	1	1	w	C
WOLL_te(9)	wollte	1	2	o	V
WOLL_te(9)	wollte	1	3	ll	L
WOLL_te(9)	wollte	1	4	-	C
WOLL_te(9)	wollte	1	5	-	C
WORT(34)	Wort	1	1	w	C
WORT(34)	Wort	1	2	o	V
WORT(34)	Wort	1	3	r	L
WORT(34)	Wort	1	4	-	C
WORT(34)	Wort	1	5	t	C
WURST(30)	Wurst	1	1	w	C
WURST(30)	Wurst	1	2	u	V
WURST(30)	Wurst	1	3	r	L
WURST(30)	Wurst	1	4	s	C
WURST(30)	Wurst	1	5	t	C
ZEIT_en(13)	Zeit	1	1	z	C
ZEIT_en(13)	Zeit	1	2	ei	V
ZEIT_en(13)	Zeit	1	3	-	C
ZEIT_en(13)	Zeit	1	4	t	C
ZUM(20)	zum	1	1	z	C
ZUM(20)	zum	1	2	u	V
ZWEI(33)	zwei	1	1	z	C
ZWEI(33)	zwei	1	2	w	C
ZWEI(33)	zwei	1	3	ei	V
ZWÖLF(37)	zwölf	1	1	z	C
ZWÖLF(37)	zwölf	1	2	w	C
ZWÖLF(37)	zwölf	1	3	ö	V
ZWÖLF(37)	zwölf	1	4	l	L
ZWÖLF(37)	zwölf	1	5	-	C
ZWÖLF(37)	zwölf	1	6	f	C
