KDSA	LONG_KDSA	LAT_KDSA	Bogennummer
050/111	13.5000	51.7500	07497
050/113	13.6667	51.7500	07501
050/115	13.8333	51.7500	07509
050/117	14.0000	51.7500	07515
050/119	14.1667	51.7500	07520
050/121	14.3333	51.7500	09056
050/125	14.6667	51.7500	09063
050/127	14.8333	51.7500	09067
050/129	15.0000	51.7500	09078
050/131	15.1667	51.7500	09082
050/133	15.3333	51.7500	09090
050/135	15.5000	51.7500	09100
050/137	15.6667	51.7500	09110
050/139	15.8333	51.7500	09112
050/141	16.0000	51.7500	09120
050/143	16.1667	51.7500	09126
050/145	16.3333	51.7500	09868
050/147	16.5000	51.7500	09879
050/149	16.6667	51.7500	09889
050/151	16.8333	51.7500	09893
050/155	17.1667	51.7500	09899
050/157	17.3333	51.7500	09900
050/159	17.5000	51.7500	09903
050/161	17.6667	51.7500	09904
051/023	 6.1667	51.6667	23156
051/025	 6.3333	51.6667	23161
051/027	 6.5000	51.6667	23172
051/029	 6.6667	51.6667	23180
051/031	 6.8333	51.6667	23184
051/033	 7.0000	51.6667	23188
051/035	 7.1667	51.6667	23197
051/037	 7.3333	51.6667	23206
051/039	 7.5000	51.6667	23212
051/041	 7.6667	51.6667	23227
051/043	 7.8333	51.6667	23231
051/045	 8.0000	51.6667	23247
051/047	 8.1667	51.6667	23251
051/049	 8.3333	51.6667	25211
051/051	 8.5000	51.6667	25215
051/053	 8.6667	51.6667	25223
051/055	 8.8333	51.6667	25233
051/057	 9.0000	51.6667	25238
051/059	 9.1667	51.6667	25249
051/061	 9.3333	51.6667	25259
051/063	 9.5000	51.6667	25265
051/065	 9.6667	51.6667	25272
051/067	 9.8333	51.6667	25288
051/069	10.0000	51.6667	25306
051/071	10.1667	51.6667	25314
051/073	10.3333	51.6667	06568
051/075	10.5000	51.6667	06575
051/077	10.6667	51.6667	06579
051/079	10.8333	51.6667	06586
051/081	11.0000	51.6667	06589
051/083	11.1667	51.6667	06597
051/085	11.3333	51.6667	06612
051/087	11.5000	51.6667	06619
051/089	11.6667	51.6667	06630
051/091	11.8333	51.6667	06642
051/093	12.0000	51.6667	06662
051/095	12.1667	51.6667	06680
051/097	12.3333	51.6667	07356
051/099	12.5000	51.6667	07364
051/101	12.6667	51.6667	07374
051/103	12.8333	51.6667	07379
051/105	13.0000	51.6667	07383
051/107	13.1667	51.6667	07394
051/109	13.3333	51.6667	07400
051/111	13.5000	51.6667	07406
051/113	13.6667	51.6667	07424
051/115	13.8333	51.6667	07430
051/117	14.0000	51.6667	07432
051/119	14.1667	51.6667	07441
051/121	14.3333	51.6667	08972
051/123	14.5000	51.6667	08979
051/125	14.6667	51.6667	08983
051/127	14.8333	51.6667	08991
051/129	15.0000	51.6667	08998
051/131	15.1667	51.6667	09001
051/133	15.3333	51.6667	09015
051/135	15.5000	51.6667	09016
051/137	15.6667	51.6667	09027
051/139	15.8333	51.6667	09029
051/141	16.0000	51.6667	09042
051/143	16.1667	51.6667	09053
051/145	16.3333	51.6667	09908
051/147	16.5000	51.6667	09917
051/149	16.6667	51.6667	09925
051/151	16.8333	51.6667	09929
051/153	17.0000	51.6667	09935
051/155	17.1667	51.6667	09938
051/157	17.3333	51.6667	09955
052/023	 6.1667	51.5833	23014
052/025	 6.3333	51.5833	23021
052/027	 6.5000	51.5833	23035
052/029	 6.6667	51.5833	23038
052/031	 6.8333	51.5833	23053
052/033	 7.0000	51.5833	23066
052/035	 7.1667	51.5833	23077
052/037	 7.3333	51.5833	23093
052/039	 7.5000	51.5833	23102
052/041	 7.6667	51.5833	23125
052/043	 7.8333	51.5833	23133
052/045	 8.0000	51.5833	23141
052/047	 8.1667	51.5833	23148
052/049	 8.3333	51.5833	25109
052/051	 8.5000	51.5833	25120
052/053	 8.6667	51.5833	25131
052/057	 9.0000	51.5833	25138
052/059	 9.1667	51.5833	25146
052/061	 9.3333	51.5833	25160
052/063	 9.5000	51.5833	25163
052/065	 9.6667	51.5833	25166
052/067	 9.8333	51.5833	25187
052/069	10.0000	51.5833	25197
052/071	10.1667	51.5833	25204
052/073	10.3333	51.5833	06431
052/075	10.5000	51.5833	06438
052/077	10.6667	51.5833	06461
052/079	10.8333	51.5833	06475
052/081	11.0000	51.5833	06480
052/083	11.1667	51.5833	06485
052/085	11.3333	51.5833	06494
052/087	11.5000	51.5833	06506
052/089	11.6667	51.5833	06515
052/091	11.8333	51.5833	06524
052/093	12.0000	51.5833	06549
052/095	12.1667	51.5833	06553
052/097	12.3333	51.5833	07265
052/099	12.5000	51.5833	07284
052/101	12.6667	51.5833	07290
052/103	12.8333	51.5833	07296
052/105	13.0000	51.5833	07301
052/107	13.1667	51.5833	07311
052/109	13.3333	51.5833	07313
052/111	13.5000	51.5833	07323
052/113	13.6667	51.5833	07327
052/115	13.8333	51.5833	07334
052/117	14.0000	51.5833	07344
052/121	14.3333	51.5833	08893
052/123	14.5000	51.5833	08897
052/125	14.6667	51.5833	08902
052/127	14.8333	51.5833	08914
052/129	15.0000	51.5833	08915
052/131	15.1667	51.5833	08926
052/133	15.3333	51.5833	08931
052/135	15.5000	51.5833	08935
052/137	15.6667	51.5833	08943
052/139	15.8333	51.5833	08951
052/141	16.0000	51.5833	08959
052/143	16.1667	51.5833	08966
052/145	16.3333	51.5833	09814
052/147	16.5000	51.5833	09827
052/149	16.6667	51.5833	09830
052/151	16.8333	51.5833	09835
052/153	17.0000	51.5833	09840
052/155	17.1667	51.5833	09853
052/157	17.3333	51.5833	09858
052/159	17.5000	51.5833	09863
053/023	 6.1667	51.5000	22854
053/025	 6.3333	51.5000	22861
053/027	 6.5000	51.5000	22866
053/029	 6.6667	51.5000	22892
053/031	 6.8333	51.5000	22894
053/033	 7.0000	51.5000	22933
053/035	 7.1667	51.5000	22942
053/037	 7.3333	51.5000	22970
053/039	 7.5000	51.5000	22975
053/041	 7.6667	51.5000	22984
053/043	 7.8333	51.5000	22997
053/045	 8.0000	51.5000	23005
053/047	 8.1667	51.5000	23009
053/049	 8.3333	51.5000	24990
053/051	 8.5000	51.5000	24998
053/053	 8.6667	51.5000	25004
053/055	 8.8333	51.5000	25011
053/057	 9.0000	51.5000	25018
053/059	 9.1667	51.5000	25033
053/061	 9.3333	51.5000	25041
053/063	 9.5000	51.5000	25052
053/065	 9.6667	51.5000	25065
053/067	 9.8333	51.5000	25077
053/069	10.0000	51.5000	25085
053/071	10.1667	51.5000	25100
053/073	10.3333	51.5000	06304
053/075	10.5000	51.5000	06315
053/077	10.6667	51.5000	06328
053/079	10.8333	51.5000	06337
053/081	11.0000	51.5000	06346
053/083	11.1667	51.5000	06360
053/085	11.3333	51.5000	06368
053/087	11.5000	51.5000	06373
053/089	11.6667	51.5000	06379
053/091	11.8333	51.5000	06394
053/093	12.0000	51.5000	06410
053/095	12.1667	51.5000	06416
053/097	12.3333	51.5000	07176
053/099	12.5000	51.5000	07180
053/101	12.6667	51.5000	07193
053/103	12.8333	51.5000	07202
053/105	13.0000	51.5000	07212
053/107	13.1667	51.5000	07219
053/109	13.3333	51.5000	07229
053/111	13.5000	51.5000	07244
053/113	13.6667	51.5000	07250
053/115	13.8333	51.5000	07258
053/121	14.3333	51.5000	08844
053/123	14.5000	51.5000	08847
053/125	14.6667	51.5000	08848
053/127	14.8333	51.5000	08851
053/129	15.0000	51.5000	08856
053/131	15.1667	51.5000	08857
053/133	15.3333	51.5000	08863
053/135	15.5000	51.5000	08867
053/137	15.6667	51.5000	08871
053/139	15.8333	51.5000	08873
053/141	16.0000	51.5000	08882
053/143	16.1667	51.5000	08891
053/145	16.3333	51.5000	09750
053/147	16.5000	51.5000	09763
053/149	16.6667	51.5000	09775
053/151	16.8333	51.5000	09785
053/153	17.0000	51.5000	09792
053/155	17.1667	51.5000	09797
053/157	17.3333	51.5000	09803
054/023	 6.1667	51.4167	24200
054/025	 6.3333	51.4167	24202
054/027	 6.5000	51.4167	24219
054/029	 6.6667	51.4167	24234
054/031	 6.8333	51.4167	24244
054/033	 7.0000	51.4167	24251
054/035	 7.1667	51.4167	24270
054/037	 7.3333	51.4167	24288
054/039	 7.5000	51.4167	24308
054/041	 7.6667	51.4167	24316
054/043	 7.8333	51.4167	24322
054/045	 8.0000	51.4167	24328
054/047	 8.1667	51.4167	24335
054/049	 8.3333	51.4167	24880
054/051	 8.5000	51.4167	24887
054/053	 8.6667	51.4167	24903
054/055	 8.8333	51.4167	24911
054/057	 9.0000	51.4167	24917
054/059	 9.1667	51.4167	24922
054/061	 9.3333	51.4167	24929
054/063	 9.5000	51.4167	24944
054/065	 9.6667	51.4167	24951
054/067	 9.8333	51.4167	24966
054/069	10.0000	51.4167	24985
054/071	10.1667	51.4167	24989
054/073	10.3333	51.4167	24866
054/075	10.5000	51.4167	06200
054/077	10.6667	51.4167	06207
054/079	10.8333	51.4167	06210
054/081	11.0000	51.4167	06221
054/083	11.1667	51.4167	06231
054/085	11.3333	51.4167	06241
054/087	11.5000	51.4167	06243
054/089	11.6667	51.4167	06257
054/091	11.8333	51.4167	06258
054/093	12.0000	51.4167	06274
054/095	12.1667	51.4167	06282
054/097	12.3333	51.4167	07051
054/099	12.5000	51.4167	07073
054/101	12.6667	51.4167	07083
054/103	12.8333	51.4167	07099
054/105	13.0000	51.4167	07107
054/107	13.1667	51.4167	07116
054/109	13.3333	51.4167	07123
054/111	13.5000	51.4167	07131
054/113	13.6667	51.4167	07134
054/115	13.8333	51.4167	07146
054/117	14.0000	51.4167	07158
054/119	14.1667	51.4167	07159
054/121	14.3333	51.4167	08779
054/123	14.5000	51.4167	08786
054/125	14.6667	51.4167	08793
054/127	14.8333	51.4167	08801
054/131	15.1667	51.4167	08804
054/133	15.3333	51.4167	08807
054/135	15.5000	51.4167	08811
054/137	15.6667	51.4167	08821
054/139	15.8333	51.4167	08823
054/141	16.0000	51.4167	08830
054/143	16.1667	51.4167	08834
054/145	16.3333	51.4167	09671
054/147	16.5000	51.4167	09686
054/149	16.6667	51.4167	09697
054/151	16.8333	51.4167	09701
054/153	17.0000	51.4167	09715
054/155	17.1667	51.4167	09728
054/157	17.3333	51.4167	09729
054/159	17.5000	51.4167	09744
054/161	17.6667	51.4167	09745
054/163	17.8333	51.4167	09747
055/023	 6.1667	51.3333	24061
055/025	 6.3333	51.3333	24082
055/027	 6.5000	51.3333	24085
055/029	 6.6667	51.3333	24095
055/031	 6.8333	51.3333	24104
055/033	 7.0000	51.3333	24122
055/035	 7.1667	51.3333	24127
055/037	 7.3333	51.3333	24156
055/039	 7.5000	51.3333	24165
055/041	 7.6667	51.3333	24167
055/043	 7.8333	51.3333	24177
055/045	 8.0000	51.3333	24185
055/047	 8.1667	51.3333	24192
055/049	 8.3333	51.3333	24759
055/051	 8.5000	51.3333	24768
055/053	 8.6667	51.3333	24776
055/055	 8.8333	51.3333	24788
055/057	 9.0000	51.3333	24797
055/059	 9.1667	51.3333	24801
055/061	 9.3333	51.3333	24816
055/063	 9.5000	51.3333	24832
055/065	 9.6667	51.3333	24842
055/067	 9.8333	51.3333	24848
055/069	10.0000	51.3333	24856
055/071	10.1667	51.3333	24870
055/073	10.3333	51.3333	06027
055/075	10.5000	51.3333	06046
055/077	10.6667	51.3333	06053
055/079	10.8333	51.3333	06065
055/081	11.0000	51.3333	06079
055/083	11.1667	51.3333	06090
055/085	11.3333	51.3333	06103
055/087	11.5000	51.3333	06111
055/089	11.6667	51.3333	06114
055/091	11.8333	51.3333	06128
055/093	12.0000	51.3333	06139
055/095	12.1667	51.3333	06157
055/097	12.3333	51.3333	08260
055/099	12.5000	51.3333	08270
055/101	12.6667	51.3333	08282
055/103	12.8333	51.3333	08291
055/105	13.0000	51.3333	08303
055/107	13.1667	51.3333	08312
055/109	13.3333	51.3333	08328
055/111	13.5000	51.3333	08351
055/113	13.6667	51.3333	08353
055/115	13.8333	51.3333	08361
055/117	14.0000	51.3333	08374
055/119	14.1667	51.3333	08377
055/123	14.5000	51.3333	08715
055/125	14.6667	51.3333	08720
055/127	14.8333	51.3333	08732
055/131	15.1667	51.3333	08736
055/133	15.3333	51.3333	08739
055/135	15.5000	51.3333	08745
055/137	15.6667	51.3333	08747
055/139	15.8333	51.3333	08759
055/141	16.0000	51.3333	08767
055/143	16.1667	51.3333	08773
055/145	16.3333	51.3333	09602
055/147	16.5000	51.3333	09618
055/149	16.6667	51.3333	09630
055/151	16.8333	51.3333	09633
055/153	17.0000	51.3333	09640
055/155	17.1667	51.3333	09651
055/157	17.3333	51.3333	09656
055/159	17.5000	51.3333	09664
055/161	17.6667	51.3333	09669
056/021	 6.0000	51.2500	23906
056/023	 6.1667	51.2500	23909
056/025	 6.3333	51.2500	23925
056/027	 6.5000	51.2500	23929
056/029	 6.6667	51.2500	23945
056/031	 6.8333	51.2500	23955
056/033	 7.0000	51.2500	23988
056/035	 7.1667	51.2500	24001
056/037	 7.3333	51.2500	24013
056/039	 7.5000	51.2500	24021
056/041	 7.6667	51.2500	24025
056/043	 7.8333	51.2500	24041
056/045	 8.0000	51.2500	24045
056/047	 8.1667	51.2500	24054
056/049	 8.3333	51.2500	24615
056/051	 8.5000	51.2500	24624
056/053	 8.6667	51.2500	24627
056/055	 8.8333	51.2500	24641
056/057	 9.0000	51.2500	24652
056/059	 9.1667	51.2500	24671
056/061	 9.3333	51.2500	24684
056/063	 9.5000	51.2500	24696
056/065	 9.6667	51.2500	24700
056/067	 9.8333	51.2500	24714
056/069	10.0000	51.2500	24729
056/071	10.1667	51.2500	24752
056/073	10.3333	51.2500	05868
056/075	10.5000	51.2500	05878
056/077	10.6667	51.2500	05882
056/079	10.8333	51.2500	05899
056/081	11.0000	51.2500	05901
056/083	11.1667	51.2500	05913
056/085	11.3333	51.2500	05930
056/087	11.5000	51.2500	05936
056/089	11.6667	51.2500	05958
056/091	11.8333	51.2500	05971
056/093	12.0000	51.2500	05991
056/095	12.1667	51.2500	06006
056/097	12.3333	51.2500	08114
056/099	12.5000	51.2500	08137
056/101	12.6667	51.2500	08143
056/103	12.8333	51.2500	08159
056/105	13.0000	51.2500	08180
056/107	13.1667	51.2500	08183
056/109	13.3333	51.2500	08202
056/111	13.5000	51.2500	08210
056/113	13.6667	51.2500	08217
056/115	13.8333	51.2500	08233
056/117	14.0000	51.2500	08240
056/121	14.3333	51.2500	08621
056/123	14.5000	51.2500	08624
056/125	14.6667	51.2500	08626
056/127	14.8333	51.2500	08639
056/129	15.0000	51.2500	08640
056/131	15.1667	51.2500	08650
056/133	15.3333	51.2500	08655
056/135	15.5000	51.2500	08663
056/137	15.6667	51.2500	08671
056/139	15.8333	51.2500	08681
056/141	16.0000	51.2500	08692
056/143	16.1667	51.2500	08706
056/145	16.3333	51.2500	09526
056/147	16.5000	51.2500	09531
056/149	16.6667	51.2500	09542
056/151	16.8333	51.2500	09549
056/153	17.0000	51.2500	09562
056/155	17.1667	51.2500	09577
056/157	17.3333	51.2500	09583
056/159	17.5000	51.2500	09589
056/161	17.6667	51.2500	09599
057/021	 6.0000	51.1667	23740
057/023	 6.1667	51.1667	23752
057/025	 6.3333	51.1667	23774
057/027	 6.5000	51.1667	23784
057/029	 6.6667	51.1667	23798
057/031	 6.8333	51.1667	23818
057/033	 7.0000	51.1667	23822
057/035	 7.1667	51.1667	23847
057/037	 7.3333	51.1667	23855
057/039	 7.5000	51.1667	23869
057/041	 7.6667	51.1667	23874
057/043	 7.8333	51.1667	23876
057/045	 8.0000	51.1667	23886
057/047	 8.1667	51.1667	23898
057/049	 8.3333	51.1667	24484
057/051	 8.5000	51.1667	24491
057/053	 8.6667	51.1667	24500
057/055	 8.8333	51.1667	24510
057/057	 9.0000	51.1667	24517
057/059	 9.1667	51.1667	24531
057/061	 9.3333	51.1667	24553
057/063	 9.5000	51.1667	24554
057/065	 9.6667	51.1667	24577
057/067	 9.8333	51.1667	24590
057/069	10.0000	51.1667	24595
057/071	10.1667	51.1667	24604
057/073	10.3333	51.1667	05697
057/075	10.5000	51.1667	05700
057/077	10.6667	51.1667	05714
057/079	10.8333	51.1667	05724
057/081	11.0000	51.1667	05744
057/083	11.1667	51.1667	05748
057/085	11.3333	51.1667	05763
057/087	11.5000	51.1667	05778
057/089	11.6667	51.1667	05808
057/091	11.8333	51.1667	05819
057/093	12.0000	51.1667	05832
057/095	12.1667	51.1667	05853
057/097	12.3333	51.1667	07945
057/099	12.5000	51.1667	07969
057/101	12.6667	51.1667	07980
057/103	12.8333	51.1667	07999
057/105	13.0000	51.1667	08008
057/107	13.1667	51.1667	08025
057/109	13.3333	51.1667	08037
057/111	13.5000	51.1667	08058
057/113	13.6667	51.1667	08062
057/115	13.8333	51.1667	08082
057/117	14.0000	51.1667	08087
057/119	14.1667	51.1667	08106
057/121	14.3333	51.1667	08509
057/123	14.5000	51.1667	08512
057/125	14.6667	51.1667	08520
057/127	14.8333	51.1667	08531
057/129	15.0000	51.1667	08541
057/131	15.1667	51.1667	08546
057/133	15.3333	51.1667	08555
057/135	15.5000	51.1667	08563
057/137	15.6667	51.1667	08575
057/139	15.8333	51.1667	08590
057/141	16.0000	51.1667	08600
057/143	16.1667	51.1667	08619
057/145	16.3333	51.1667	09424
057/147	16.5000	51.1667	09444
057/149	16.6667	51.1667	09450
057/151	16.8333	51.1667	09457
057/153	17.0000	51.1667	09470
057/155	17.1667	51.1667	09494
057/157	17.3333	51.1667	09497
057/159	17.5000	51.1667	09505
057/161	17.6667	51.1667	09515
058/019	 5.8333	51.0833	23548
058/021	 6.0000	51.0833	23555
058/023	 6.1667	51.0833	23593
058/025	 6.3333	51.0833	23608
058/027	 6.5000	51.0833	23628
058/029	 6.6667	51.0833	23633
058/031	 6.8333	51.0833	23647
058/033	 7.0000	51.0833	23652
058/035	 7.1667	51.0833	23666
058/037	 7.3333	51.0833	23679
058/039	 7.5000	51.0833	23699
058/041	 7.6667	51.0833	23704
058/043	 7.8333	51.0833	23720
058/045	 8.0000	51.0833	23729
058/047	 8.1667	51.0833	23734
058/049	 8.3333	51.0833	24345
058/051	 8.5000	51.0833	24352
058/053	 8.6667	51.0833	24359
058/055	 8.8333	51.0833	24363
058/057	 9.0000	51.0833	24376
058/059	 9.1667	51.0833	24387
058/061	 9.3333	51.0833	24411
058/063	 9.5000	51.0833	24424
058/065	 9.6667	51.0833	24443
058/067	 9.8333	51.0833	24455
058/069	10.0000	51.0833	24474
058/071	10.1667	51.0833	24480
058/073	10.3333	51.0833	05518
058/075	10.5000	51.0833	05530
058/077	10.6667	51.0833	05537
058/079	10.8333	51.0833	05549
058/081	11.0000	51.0833	05562
058/083	11.1667	51.0833	05579
058/085	11.3333	51.0833	05601
058/087	11.5000	51.0833	05625
058/089	11.6667	51.0833	05630
058/091	11.8333	51.0833	05647
058/093	12.0000	51.0833	05674
058/095	12.1667	51.0833	05678
058/097	12.3333	51.0833	07766
058/099	12.5000	51.0833	07777
058/101	12.6667	51.0833	07796
058/103	12.8333	51.0833	07808
058/105	13.0000	51.0833	07833
058/107	13.1667	51.0833	07841
058/109	13.3333	51.0833	07846
058/111	13.5000	51.0833	07867
058/113	13.6667	51.0833	07896
058/115	13.8333	51.0833	07911
058/117	14.0000	51.0833	07931
058/119	14.1667	51.0833	15704
058/121	14.3333	51.0833	08381
058/123	14.5000	51.0833	08387
058/125	14.6667	51.0833	08401
058/127	14.8333	51.0833	08419
058/129	15.0000	51.0833	15718
058/131	15.1667	51.0833	08433
058/133	15.3333	51.0833	08454
058/135	15.5000	51.0833	08465
058/137	15.6667	51.0833	08470
058/139	15.8333	51.0833	08478
058/141	16.0000	51.0833	08489
058/143	16.1667	51.0833	08496
058/145	16.3333	51.0833	09343
058/147	16.5000	51.0833	09356
058/149	16.6667	51.0833	09373
058/151	16.8333	51.0833	09384
058/153	17.0000	51.0833	09391
058/155	17.1667	51.0833	09398
058/157	17.3333	51.0833	09410
058/159	17.5000	51.0833	09416
059/019	 5.8333	51.0000	26872
059/021	 6.0000	51.0000	26877
059/023	 6.1667	51.0000	26897
059/025	 6.3333	51.0000	26919
059/027	 6.5000	51.0000	26930
059/029	 6.6667	51.0000	26954
059/031	 6.8333	51.0000	26974
059/033	 7.0000	51.0000	26986
059/035	 7.1667	51.0000	27001
059/037	 7.3333	51.0000	27018
059/039	 7.5000	51.0000	27025
059/041	 7.6667	51.0000	27036
059/043	 7.8333	51.0000	27057
059/045	 8.0000	51.0000	27058
059/047	 8.1667	51.0000	27076
059/049	 8.3333	51.0000	10853
059/051	 8.5000	51.0000	10858
059/053	 8.6667	51.0000	10868
059/055	 8.8333	51.0000	10879
059/057	 9.0000	51.0000	10887
059/059	 9.1667	51.0000	10894
059/061	 9.3333	51.0000	10920
059/063	 9.5000	51.0000	10923
059/065	 9.6667	51.0000	10939
059/067	 9.8333	51.0000	10943
059/069	10.0000	51.0000	10952
059/071	10.1667	51.0000	10970
059/073	10.3333	51.0000	11433
059/075	10.5000	51.0000	11450
059/077	10.6667	51.0000	11468
059/079	10.8333	51.0000	11485
059/081	11.0000	51.0000	11492
059/083	11.1667	51.0000	11516
059/085	11.3333	51.0000	11536a
059/087	11.5000	51.0000	11554
059/089	11.6667	51.0000	11570
059/091	11.8333	51.0000	11579
059/093	12.0000	51.0000	11590
059/095	12.1667	51.0000	11599
059/097	12.3333	51.0000	12860
059/099	12.5000	51.0000	12879
059/101	12.6667	51.0000	12897
059/103	12.8333	51.0000	12912
059/105	13.0000	51.0000	12925
059/107	13.1667	51.0000	12933
059/109	13.3333	51.0000	12944
059/111	13.5000	51.0000	12961
059/113	13.6667	51.0000	12983
059/115	13.8333	51.0000	13002
059/117	14.0000	51.0000	13018
059/119	14.1667	51.0000	13030
059/121	14.3333	51.0000	15730
059/123	14.5000	51.0000	13653
059/125	14.6667	51.0000	13658
059/127	14.8333	51.0000	13673
059/129	15.0000	51.0000	15746
059/131	15.1667	51.0000	15756
059/133	15.3333	51.0000	13696
059/135	15.5000	51.0000	13712
059/137	15.6667	51.0000	13714
059/139	15.8333	51.0000	13722
059/141	16.0000	51.0000	13735
059/143	16.1667	51.0000	13746
059/145	16.3333	51.0000	14294
059/147	16.5000	51.0000	14304
059/149	16.6667	51.0000	14315
059/151	16.8333	51.0000	14325
059/153	17.0000	51.0000	14343
059/155	17.1667	51.0000	14353
059/157	17.3333	51.0000	14360
059/159	17.5000	51.0000	14363
059/161	17.6667	51.0000	14366
059/165	18.0000	51.0000	14371
059/169	18.3333	51.0000	14372
060/021	 6.0000	50.9167	26693
060/023	 6.1667	50.9167	26716
060/025	 6.3333	50.9167	26731
060/027	 6.5000	50.9167	26740
060/029	 6.6667	50.9167	26757
060/031	 6.8333	50.9167	26759
060/033	 7.0000	50.9167	26782
060/035	 7.1667	50.9167	26793
060/037	 7.3333	50.9167	26801
060/039	 7.5000	50.9167	26810
060/041	 7.6667	50.9167	26827
060/043	 7.8333	50.9167	26842
060/045	 8.0000	50.9167	26863
060/047	 8.1667	50.9167	26871
060/049	 8.3333	50.9167	28533
060/051	 8.5000	50.9167	28542
060/053	 8.6667	50.9167	28562
060/055	 8.8333	50.9167	28571
060/057	 9.0000	50.9167	28584
060/059	 9.1667	50.9167	28597
060/061	 9.3333	50.9167	28604
060/063	 9.5000	50.9167	28621
060/065	 9.6667	50.9167	28633
060/067	 9.8333	50.9167	28641
060/069	10.0000	50.9167	28652
060/071	10.1667	50.9167	28660
060/073	10.3333	50.9167	11260
060/075	10.5000	50.9167	11268
060/077	10.6667	50.9167	11289
060/079	10.8333	50.9167	11301
060/081	11.0000	50.9167	11324
060/083	11.1667	50.9167	11336
060/085	11.3333	50.9167	11348
060/087	11.5000	50.9167	11366
060/089	11.6667	50.9167	11370
060/091	11.8333	50.9167	11383
060/093	12.0000	50.9167	11402
060/095	12.1667	50.9167	11415
060/097	12.3333	50.9167	12720
060/099	12.5000	50.9167	12742
060/101	12.6667	50.9167	12759
060/103	12.8333	50.9167	12768
060/105	13.0000	50.9167	12782
060/107	13.1667	50.9167	12792
060/109	13.3333	50.9167	12804
060/111	13.5000	50.9167	12814
060/113	13.6667	50.9167	12827
060/115	13.8333	50.9167	12842
060/117	14.0000	50.9167	12848
060/119	14.1667	50.9167	15409
060/121	14.3333	50.9167	15765
060/123	14.5000	50.9167	15776
060/125	14.6667	50.9167	13583
060/127	14.8333	50.9167	15779
060/129	15.0000	50.9167	15785
060/131	15.1667	50.9167	15797
060/135	15.5000	50.9167	13606
060/137	15.6667	50.9167	13611
060/139	15.8333	50.9167	13628
060/141	16.0000	50.9167	13635
060/143	16.1667	50.9167	13643
060/145	16.3333	50.9167	14185
060/147	16.5000	50.9167	14207
060/149	16.6667	50.9167	14223
060/151	16.8333	50.9167	14227
060/153	17.0000	50.9167	14235
060/155	17.1667	50.9167	14251
060/157	17.3333	50.9167	14274
060/159	17.5000	50.9167	14279
060/163	17.8333	50.9167	14282
060/165	18.0000	50.9167	14284
061/021	 6.0000	50.8333	26501
061/023	 6.1667	50.8333	26510
061/025	 6.3333	50.8333	26526
061/027	 6.5000	50.8333	26543
061/029	 6.6667	50.8333	26565
061/031	 6.8333	50.8333	26569
061/033	 7.0000	50.8333	26581
061/035	 7.1667	50.8333	26600
061/037	 7.3333	50.8333	26610
061/039	 7.5000	50.8333	26631
061/041	 7.6667	50.8333	26638
061/043	 7.8333	50.8333	26648
061/045	 8.0000	50.8333	26670
061/047	 8.1667	50.8333	26674
061/049	 8.3333	50.8333	28378
061/051	 8.5000	50.8333	28391
061/053	 8.6667	50.8333	28409
061/055	 8.8333	50.8333	28434
061/057	 9.0000	50.8333	28440
061/059	 9.1667	50.8333	28445
061/061	 9.3333	50.8333	28458
061/063	 9.5000	50.8333	28476
061/065	 9.6667	50.8333	28479
061/067	 9.8333	50.8333	28501
061/069	10.0000	50.8333	27368
061/071	10.1667	50.8333	28517
061/073	10.3333	50.8333	11114
061/075	10.5000	50.8333	11128
061/077	10.6667	50.8333	11134
061/079	10.8333	50.8333	11148
061/081	11.0000	50.8333	11160
061/083	11.1667	50.8333	11184
061/085	11.3333	50.8333	11195
061/087	11.5000	50.8333	11203
061/089	11.6667	50.8333	11215
061/091	11.8333	50.8333	11219
061/093	12.0000	50.8333	11235
061/095	12.1667	50.8333	11243
061/097	12.3333	50.8333	13250
061/099	12.5000	50.8333	13256
061/101	12.6667	50.8333	13273
061/103	12.8333	50.8333	13296
061/105	13.0000	50.8333	13323
061/107	13.1667	50.8333	13335
061/109	13.3333	50.8333	13346
061/111	13.5000	50.8333	13359
061/113	13.6667	50.8333	13361
061/115	13.8333	50.8333	13370
061/117	14.0000	50.8333	15415
061/119	14.1667	50.8333	15425
061/121	14.3333	50.8333	15812
061/123	14.5000	50.8333	15824
061/125	14.6667	50.8333	15840
061/127	14.8333	50.8333	15843
061/129	15.0000	50.8333	15864
061/131	15.1667	50.8333	15874
061/133	15.3333	50.8333	16007
061/137	15.6667	50.8333	13532
061/139	15.8333	50.8333	13544
061/141	16.0000	50.8333	13554
061/143	16.1667	50.8333	13560
061/145	16.3333	50.8333	14093
061/147	16.5000	50.8333	14116
061/149	16.6667	50.8333	14118
061/151	16.8333	50.8333	14132
061/153	17.0000	50.8333	14146
061/155	17.1667	50.8333	14158
061/157	17.3333	50.8333	14165
061/159	17.5000	50.8333	14176
061/161	17.6667	50.8333	14181
061/165	18.0000	50.8333	14184
062/021	 6.0000	50.7500	26300
062/023	 6.1667	50.7500	26313
062/025	 6.3333	50.7500	26315
062/027	 6.5000	50.7500	26337
062/029	 6.6667	50.7500	29767
062/031	 6.8333	50.7500	26358
062/033	 7.0000	50.7500	26373
062/035	 7.1667	50.7500	26384
062/037	 7.3333	50.7500	26398
062/039	 7.5000	50.7500	26416
062/041	 7.6667	50.7500	26430
062/043	 7.8333	50.7500	26455
062/045	 8.0000	50.7500	26468
062/047	 8.1667	50.7500	26478
