locations	strings	alignments	cognateID
104/143	nocht	n o ch t	1
104/145	nocht	n o ch t	1
105/31	ab	a b	1
105/33	NA		NA
105/35	ab	a b	1
105/37	ob	o b	1
105/39	NA		NA
105/41	NA		NA
105/43	NA		NA
105/45	NA		NA
105/47	ob	o b	1
105/49	ob	o b	1
105/51	ob	o b	1
105/53	ab	a b	1
105/55	NA		NA
105/57	NA		NA
105/59	ab	a b	1
105/61	NA		NA
105/63	ob	o b	1
105/65	ob	o b	1
105/67	ob	o b	1
105/69	ob	o b	1
105/71	ab	a b	1
105/73	ob	o b	1
105/75	ob	o b	1
105/77	NA		NA
105/79	nochts	n o ch t s	1
105/81	nochts	n o ch t s	1
105/85	nochts	n o ch t s	1
105/87	nochts	n o ch t s	1
105/89	schochts	sch o ch t s	1
105/103	oum	ou m	1
105/105	nocht	n o ch t	1
105/111	nocht	n o ch t	1
105/113	om	o m	1
105/115	om	o m	1
105/117	ob	o b	1
105/119	nocht	n o ch t	1
105/121	NA		NA
105/125	nocht	n o ch t	1
105/127	NA		NA
105/131	oub	ou b	1
105/133	nocht	n o ch t	1
105/135	NA		NA
105/137	NA		NA
105/141	nocht	n o ch t	1
105/143	om	o m	1
105/145	ab	a b	1
106/33	NA		NA
106/35	NA		NA
106/37	NA		NA
106/39	ob	o b	1
106/41	NA		NA
106/43	ob	o b	1
106/45	ab	a b	1
106/47	oob	oo b	1
106/49	ob	o b	1
106/51	ab	a b	1
106/53	ab	a b	1
106/57	NA		NA
106/61	NA		NA
106/63	ob	o b	1
106/67	ob	o b	1
106/71	ob	o b	1
106/73	ob	o b	1
106/75	ob	o b	1
106/77	NA		NA
106/79	NA		NA
106/81	NA		NA
106/85	nachts	n a ch t s	1
106/87	nachts	n a ch t s	1
106/93	nochts	n o ch t s	1
106/97	ob	o b	1
106/99	oab	oa b	1
106/103	ab	a b	1
106/111	ob	o b	1
106/115	om	o m	1
106/121	ab	a b	1
106/123	nocht	n o ch t	1
106/125	nachtn	n a ch t n	1
106/129	naht	n ah t	1
106/131	ob	o b	1
106/133	NA		NA
106/135	NA		NA
106/137	nocht	n o ch t	1
106/139	nocht	n o ch t	1
106/141	nocht	n o ch t	1
106/143	NA		NA
106/145	nocht	n o ch t	1
107/33	NA		NA
107/35	ab	a b	1
107/37	aab	aa b	1
107/39	NA		NA
107/41	ab	a b	1
107/43	ahb	ah b	1
107/45	ab	a b	1
107/47	ab	a b	1
107/49	ab	a b	1
107/51	ab	a b	1
107/53	NA		NA
107/57	NA		NA
107/59	nacht	n a ch t	1
107/63	ab	a b	1
107/65	NA		NA
107/71	ob	o b	1
107/75	ab	a b	1
107/81	nachz	n a ch z	1
107/85	nochz	n o ch z	1
107/87	nochts	n o ch t s	1
107/89	nochts	n o ch t s	1
107/91	nochts	n o ch t s	1
107/97	nochtz	n o ch t z	1
107/99	nochts	n o ch t s	1
107/103	nocht	n o ch t	1
107/105	NA		NA
107/107	ob	o b	1
107/111	ob	o b	1
107/119	NA		NA
107/121	NA		NA
107/123	NA		NA
107/125	NA		NA
107/127	NA		NA
107/129	NA		NA
107/131	nocht	n o ch t	1
107/133	nocht	n o ch t	1
107/135	om	o m	1
107/137	NA		NA
107/139	ab	a b	1
107/141	nocht	n o ch t	1
107/143	nocht	n o ch t	1
108/33	NA		NA
108/35	ab	a b	1
108/37	ab	a b	1
108/39	NA		NA
108/41	ab	a b	1
108/43	NA		NA
108/47	NA		NA
108/49	ab	a b	1
108/63	NA		NA
108/65	NA		NA
108/67	ab	a b	1
108/75	oub	ou b	1
108/79	nochts	n o ch t s	1
108/81	nochz	n o ch z	1
108/85	nochts	n o ch t s	1
108/87	nachts	n a ch t s	1
108/91	nochts	n o ch t s	1
108/99	NA		NA
108/101	nochts	n o ch t s	1
108/103	ob	o b	1
108/105	NA		NA
108/109	ob	o b	1
108/111	aob	ao b	1
108/113	ab	a b	1
108/117	NA		NA
108/119	NA		NA
108/121	nocht	n o ch t	1
108/123	nocht	n o ch t	1
108/125	ob	o b	1
108/127	ob	o b	1
108/129	nocht	n o ch t	1
108/131	nachts	n a ch t s	1
108/133	nocht	n o ch t	1
108/135	nocht	n o ch t	1
108/137	NA		NA
108/139	nachts	n a ch t s	1
108/141	nocht	n o ch t	1
109/35	aab	aa b	1
109/37	NA		NA
109/39	NA		NA
109/41	ab	a b	1
109/43	ab	a b	1
109/45	aab	aa b	1
109/49	ab	a b	1
109/53	äb	ä b	1
109/61	ob	o b	1
109/63	ob	o b	1
109/65	NA		NA
109/67	nacht	n a ch t	1
109/75	ob	o b	1
109/83	nochts	n o ch t s	1
109/87	nachts	n a ch t s	1
109/89	nochts	n o ch t s	1
109/91	NA		NA
109/93	NA		NA
109/95	nochtz	n o ch t z	1
109/97	nochts	n o ch t s	1
109/99	nochz	n o ch z	1
109/101	nochtns	n o ch t n s	1
109/103	ob	o b	1
109/107	NA		NA
109/109	ob	o b	1
109/111	NA		NA
109/113	nacht	n a ch t	1
109/115	ob	o b	1
109/117	nocht	n o ch t	1
109/119	NA		NA
109/121	ob	o b	1
109/123	NA		NA
109/125	ob	o b	1
109/127	nocht	n o ch t	1
109/129	NA		NA
109/131	ob	o b	1
109/133	NA		NA
109/135	NA		NA
109/137	noucht	n ou ch t	1
109/139	nocht	n o ch t	1
110/35	ab	a b	1
110/39	ab	a b	1
110/41	NA		NA
110/43	ab	a b	1
110/45	NA		NA
110/47	NA		NA
110/49	ab	a b	1
110/57	ab	a b	1
110/61	NA		NA
110/65	ob	o b	1
110/75	ob	o b	1
110/79	NA		NA
110/81	nochz	n o ch z	1
110/83	nochz	n o ch z	1
110/87	nochts	n o ch t s	1
110/89	nochz	n o ch z	1
110/91	NA		NA
110/93	schochts	sch o ch t s	1
110/95	notz	n o t z	1
110/97	nochts	n o ch t s	1
110/99	nochts	n o ch t s	1
110/101	NA		NA
110/105	NA		NA
110/107	NA		NA
110/111	om	o m	1
110/113	NA		NA
110/115	om	o m	1
110/117	nocht	n o ch t	1
110/119	ob	o b	1
110/121	NA		NA
110/125	NA		NA
110/127	nocht	n o ch t	1
110/129	NA		NA
110/131	NA		NA
110/133	nocht	n o ch t	1
110/135	nocht	n o ch t	1
110/137	nocht	n o ch t	1
110/139	nocht	n o ch t	1
111/35	NA		NA
111/37	NA		NA
111/39	ab	a b	1
111/41	ab	a b	1
111/43	ab	a b	1
111/45	ab	a b	1
111/59	NA		NA
111/73	ob	o b	1
111/75	ow	o w	1
111/77	nacht	n a ch t	1
111/79	nocht	n o ch t	1
111/81	ob	o b	1
111/83	nocht	n o ch t	1
111/87	nochts	n o ch t s	1
111/89	nochts	n o ch t s	1
111/105	om	o m	1
111/107	ob	o b	1
111/109	nocht	n o ch t	1
111/111	NA		NA
111/113	NA		NA
111/115	ob	o b	1
111/117	NA		NA
111/119	ob	o b	1
111/121	NA		NA
111/123	ob	o b	1
111/125	ob	o b	1
112/37	NA		NA
112/39	NA		NA
112/41	ab	a b	1
112/43	NA		NA
112/47	ab	a b	1
112/59	aab	aa b	1
112/61	ab	a b	1
112/63	NA		NA
112/75	NA		NA
112/81	nocht	n o ch t	1
112/83	nocht	n o ch t	1
112/85	nocht	n o ch t	1
112/111	nocht	n o ch t	1
112/115	ob	o b	1
112/117	ob	o b	1
112/119	ob	o b	1
113/35	ab	a b	1
113/37	NA		NA
113/39	NA		NA
113/47	ab	a b	1
113/79	nocht	n o ch t	1
113/81	nachts	n a ch t s	1
113/83	ob	o b	1
113/85	nocht	n o ch t	1
113/87	nocht	n o ch t	1
113/121	ob	o b	1
113/123	ab	a b	1
114/35	aab	aa b	1
114/45	nächti	n ä ch t i	1
114/83	nocht	n o ch t	1
114/85	nocht	n o ch t	1
115/41	ab	a b	1
115/43	ab	a b	1
115/45	ab	a b	1
115/83	nocht	n o ch t	1
115/85	naacht	n aa ch t	1
116/43	ab	a b	1
116/45	ab	a b	1
116/83	nocht	n o ch t	1
117/43	ab	a b	1
117/45	NA		NA
118/41	ab	a b	1
119/83	NA		NA
120/85	NA		NA
121/127	oub	ou b	1
122/127	oub	ou b	1
122/129	ub	u b	1
123/81	NA		NA
123/123	oub	ou b	1
123/125	ub	u b	1
123/127	ub	u b	1
123/129	ub	u b	1
124/125	up	u p	1
124/127	oub	ou b	1
124/129	ub	u b	1
